scientificName,animal,Movement,migratory,migratory.nomadic,populationTrend,decline,EOO,Pac_Americas,Cen_Americas,Atl_Americas,Eas_Atlantic,Black_Sea,Eas_Africa,Cen_Asia,Eas_Asia,American,AfroPal,Asian,Artificial,Coastal,Forest,Grassland,Savanna,Shrubland,Wetlands,Hemisphere5,Hemisphere,Flyway
Macrosphenus kempi,Macrosphenus_kempi,Not a Migrant,0,0,Decreasing,1,947000,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,3,2,2
Macrosphenus kretschmeri,Macrosphenus_kretschmeri,Not a Migrant,0,0,Decreasing,1,456000,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,3,2,2
Macrosphenus pulitzeri,Macrosphenus_pulitzeri,Not a Migrant,0,0,Decreasing,1,11600,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,2,2
Malacocincla abbotti,Malacocincla_abbotti,Not a Migrant,0,0,Stable,0,8900000,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,3,2,4
Malacocincla perspicillata,Malacocincla_perspicillata,Not a Migrant,0,0,Decreasing,1,3500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Malacocincla sepiaria,Malacocincla_sepiaria,Not a Migrant,0,0,Decreasing,1,3140000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,3,2,4
Malaconotus alius,Malaconotus_alius,Not a Migrant,0,0,Stable,0,140,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,3,2,2
Malaconotus blanchoti,Malaconotus_blanchoti,Not a Migrant,0,0,Increasing,0,23000000,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,3,2,2
Malaconotus cruentus,Malaconotus_cruentus,Not a Migrant,0,0,Decreasing,1,5090000,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,3,2,2
Malaconotus gladiator,Malaconotus_gladiator,Not a Migrant,0,0,Decreasing,1,27600,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,3,2,2
Malaconotus lagdeni,Malaconotus_lagdeni,Not a Migrant,0,0,Decreasing,1,2710000,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,3,2,2
Malaconotus monteiri,Malaconotus_monteiri,Not a Migrant,0,0,Decreasing,1,43500,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,3,2,2
Malacopteron affine,Malacopteron_affine,Not a Migrant,0,0,Decreasing,1,3100000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,3,2,4
Malacopteron albogulare,Malacopteron_albogulare,Not a Migrant,0,0,Decreasing,1,1910000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Malacopteron cinereum,Malacopteron_cinereum,Not a Migrant,0,0,Decreasing,1,4910000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3,2,4
Malacopteron magnirostre,Malacopteron_magnirostre,Not a Migrant,0,0,Decreasing,1,3600000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,3,2,4
Malacopteron magnum,Malacopteron_magnum,Not a Migrant,0,0,Decreasing,1,3310000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3,2,4
Malacopteron palawanense,Malacopteron_palawanense,Not a Migrant,0,0,Decreasing,1,11000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3,2,4
Malacoptila fulvogularis,Malacoptila_fulvogularis,Not a Migrant,0,0,Decreasing,1,1760000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Malacoptila fusca,Malacoptila_fusca,Not a Migrant,0,0,Decreasing,1,4280000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,3,2,1
Malacoptila minor,Malacoptila_striata,Not a Migrant,0,0,Decreasing,1,37400,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Malacoptila mystacalis,Malacoptila_mystacalis,Not a Migrant,0,0,Decreasing,1,636000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Malacoptila panamensis,Malacoptila_panamensis,Not a Migrant,0,0,Decreasing,1,2130000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Malacoptila rufa,Malacoptila_rufa,Not a Migrant,0,0,Decreasing,1,3660000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,3,2,1
Malacoptila semicincta,Malacoptila_semicincta,Not a Migrant,0,0,Decreasing,1,669000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Malacoptila striata,Malacoptila_striata,Not a Migrant,0,0,Decreasing,1,1090000,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Malacorhynchus membranaceus,Malacorhynchus_membranaceus,Nomadic,0,1,Stable,0,6040000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,2,4
Malcorus pectoralis,Malcorus_pectoralis,Not a Migrant,0,0,Stable,0,1610000,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,3,2,2
Malia grata,Malia_grata,Not a Migrant,0,0,Decreasing,1,221000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Malimbus ballmanni,Malimbus_ballmanni,Not a Migrant,0,0,Decreasing,1,75300,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,2,2
Malimbus cassini,Malimbus_cassini,Not a Migrant,0,0,Stable,0,2150000,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,3,2,2
Malimbus coronatus,Malimbus_coronatus,Not a Migrant,0,0,Decreasing,1,1740000,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,3,2,2
Malimbus erythrogaster,Malimbus_erythrogaster,Not a Migrant,0,0,Decreasing,1,2830000,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,3,2,2
Malimbus ibadanensis,Malimbus_ibadanensis,Not a Migrant,0,0,Decreasing,1,7600,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,3,2,2
Malimbus malimbicus,Malimbus_malimbicus,Not a Migrant,0,0,Decreasing,1,5640000,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,3,2,2
Malimbus nitens,Malimbus_nitens,Not a Migrant,0,0,Stable,0,6220000,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,3,2,2
Malimbus racheliae,Malimbus_racheliae,Not a Migrant,0,0,Decreasing,1,298000,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,3,2,2
Malimbus rubricollis,Malimbus_rubricollis,Not a Migrant,0,0,Stable,0,7400000,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,3,2,2
Malimbus scutatus,Malimbus_scutatus,Not a Migrant,0,0,Stable,0,1340000,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,3,2,2
Malindangia mcgregori,Coracina_mcgregori,Not a Migrant,0,0,Decreasing,1,81500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Malurus alboscapulatus,Malurus_alboscapulatus,Not a Migrant,0,0,Stable,0,1200000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,3,2,4
Malurus amabilis,Malurus_amabilis,Not a Migrant,0,0,Stable,0,305000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3,2,4
Malurus assimilis,Malurus_lamberti,Not a Migrant,0,0,Stable,0,7710000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,2,4
Malurus coronatus,Malurus_coronatus,Not a Migrant,0,0,Decreasing,1,746000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,3,2,4
Malurus cyaneus,Malurus_cyaneus,Not a Migrant,0,0,Stable,0,2310000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,3,2,4
Malurus cyanocephalus,Malurus_cyanocephalus,Not a Migrant,0,0,Decreasing,1,1270000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,3,2,4
Malurus elegans,Malurus_elegans,Not a Migrant,0,0,Decreasing,1,99500,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3,2,4
Malurus lamberti,Malurus_lamberti,Not a Migrant,0,0,Stable,0,319000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,2,4
Malurus leucopterus,Malurus_leucopterus,Not a Migrant,0,0,Stable,0,6420000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,2,4
Malurus melanocephalus,Malurus_melanocephalus,Not a Migrant,0,0,Stable,0,4570000,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,3,2,4
Malurus pulcherrimus,Malurus_pulcherrimus,Not a Migrant,0,0,Stable,0,1210000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3,2,4
Malurus splendens,Malurus_splendens,Not a Migrant,0,0,Stable,0,5350000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,3,2,4
Manacus aurantiacus,Manacus_aurantiacus,Not a Migrant,0,0,Decreasing,1,56300,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,2,1
Manacus candei,Manacus_candei,Not a Migrant,0,0,Decreasing,1,738000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,2,1
Manacus manacus,Manacus_manacus,Not a Migrant,0,0,Decreasing,1,13300000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,3,2,1
Manacus vitellinus,Manacus_vitellinus,Not a Migrant,0,0,Decreasing,1,353000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Mandingoa nitidula,Mandingoa_nitidula,Not a Migrant,0,0,Stable,0,15500000,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,0,3,2,2
Manorina flavigula,Manorina_flavigula,Not a Migrant,0,0,Stable,0,8570000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,3,2,4
Manorina melanocephala,Manorina_melanocephala,Not a Migrant,0,0,Increasing,0,3520000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,3,2,4
Manorina melanophrys,Manorina_melanophrys,Not a Migrant,0,0,Decreasing,1,567000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,3,2,4
Manorina melanotis,Manorina_melanotis,Not a Migrant,0,0,Decreasing,1,14000,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,3,2,4
Manucodia ater,Manucodia_ater,Not a Migrant,0,0,Decreasing,1,1410000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,3,2,4
Manucodia chalybatus,Manucodia_chalybatus,Not a Migrant,0,0,Decreasing,1,833000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Manucodia comrii,Manucodia_comrii,Not a Migrant,0,0,Stable,0,14600,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,3,2,4
Manucodia jobiensis,Manucodia_jobiensis,Not a Migrant,0,0,Decreasing,1,310000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Mareca americana,Anas_americana,Full Migrant,1,1,Decreasing,1,17400000,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,2,1,5
Mareca falcata,Anas_falcata,Full Migrant,1,1,Stable,0,9939000,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,2,1,4
Mareca penelope,Anas_penelope,Full Migrant,1,1,Increasing,0,34900000,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,2,1,7
Mareca sibilatrix,Anas_sibilatrix,Full Migrant,1,1,Stable,0,3550000,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,2,1
Mareca strepera,Anas_strepera,Full Migrant,1,1,Stable,0,73100000,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,2,1,7
Margarobyas lawrencii,Gymnoglaux_lawrencii,Not a Migrant,0,0,Decreasing,1,223000,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,2,1
Margaroperdix madagarensis,Margaroperdix_madagascariensis,Not a Migrant,0,0,Decreasing,1,641000,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,3,2,2
Margarops fuscatus,Margarops_fuscatus,Not a Migrant,0,0,Stable,0,1090000,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,2,1
Margarornis bellulus,Margarornis_bellulus,Not a Migrant,0,0,Stable,0,11800,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Margarornis rubiginosus,Margarornis_rubiginosus,Not a Migrant,0,0,Stable,0,30700,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Margarornis squamiger,Margarornis_squamiger,Not a Migrant,0,0,Decreasing,1,3220000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Margarornis stellatus,Margarornis_stellatus,Not a Migrant,0,0,Decreasing,1,83700,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Marmaronetta angustirostris,Marmaronetta_angustirostris,Full Migrant,1,1,Decreasing,1,13500000,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,5,3,6
Maschalethraupis surinama,Tachyphonus_surinamus,Not a Migrant,0,0,Decreasing,1,6867000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Masius chrysopterus,Masius_chrysopterus,Not a Migrant,0,0,Decreasing,1,818000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Mayrornis schistaceus,Mayrornis_schistaceus,Not a Migrant,0,0,Decreasing,1,316,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Mazaria propinqua,Synallaxis_propinqua,Not a Migrant,0,0,Stable,0,2090000,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,2,1
Mearnsia novaeguineae,Mearnsia_novaeguineae,Not a Migrant,0,0,Decreasing,1,1090000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Mearnsia picina,Mearnsia_picina,Not a Migrant,0,0,Decreasing,1,275000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Mecocerculus calopterus,Mecocerculus_calopterus,Not a Migrant,0,0,Decreasing,1,234000,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Mecocerculus hellmayri,Mecocerculus_hellmayri,Not a Migrant,0,0,Decreasing,1,303000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Mecocerculus leucophrys,Mecocerculus_leucophrys,Not a Migrant,0,0,Decreasing,1,6010000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3,2,1
Mecocerculus minor,Mecocerculus_minor,Not a Migrant,0,0,Increasing,0,648000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Mecocerculus poecilocercus,Mecocerculus_poecilocercus,Not a Migrant,0,0,Decreasing,1,1550000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Mecocerculus stictopterus,Mecocerculus_stictopterus,Not a Migrant,0,0,Decreasing,1,2750000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,2,1
Megabyas flammulatus,Megabyas_flammulatus,Full Migrant,1,1,Decreasing,1,7860000,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,3,2,2
Megaceryle alcyon,Megaceryle_alcyon,Full Migrant,1,1,Stable,0,25400000,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,5,3,5
Megaceryle lugubris,Megaceryle_lugubris,Altitudinal Migrant,0,1,Decreasing,1,13200000,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,5,3,4
Megaceryle maxima,Megaceryle_maxima,Not a Migrant,0,0,Decreasing,1,23300000,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,3,2,2
Megaceryle torquata,Megaceryle_torquata,Full Migrant,1,1,Stable,0,35600000,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,5,3,1
Megacrex inepta,Megacrex_inepta,Not a Migrant,0,0,Decreasing,1,405000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Megalampitta gigantea,Melampitta_gigantea,Not a Migrant,0,0,Decreasing,1,663000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Megaloprepia formosa,Ptilinopus_bernsteinii,Not a Migrant,0,0,Decreasing,1,57400,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Megaloprepia magnifica,Ptilinopus_magnificus,Not a Migrant,0,0,Decreasing,1,4050000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3,2,4
Megalurulus grosvenori,Megalurulus_grosvenori,Not a Migrant,0,0,Decreasing,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Megalurulus llaneae,Megalurulus_llaneae,Not a Migrant,0,0,Decreasing,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,3,2,4
Megalurulus mariae,Megalurulus_mariei,Not a Migrant,0,0,Decreasing,1,NA,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,1,0,3,2,4
Megalurulus rubiginosus,Megalurulus_rubiginosus,Not a Migrant,0,0,Decreasing,1,NA,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3,2,4
Megalurulus turipavae,Megalurulus_whitneyi,Not a Migrant,0,0,Stable,0,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Megalurulus whitneyi,Megalurulus_whitneyi,Not a Migrant,0,0,Stable,0,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Megapodius bernsteinii,Megapodius_bernsteinii,Not a Migrant,0,0,Decreasing,1,33000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0,3,2,4
Megapodius cumingii,Megapodius_cumingii,Not a Migrant,0,0,Decreasing,1,2050000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Megapodius decollatus,Megapodius_freycinet,Not a Migrant,0,0,Decreasing,1,510000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Megapodius eremita,Megapodius_eremita,Not a Migrant,0,0,Decreasing,1,863000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Megapodius freycinet,Megapodius_freycinet,Not a Migrant,0,0,Decreasing,1,360000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,3,2,4
Megapodius geelvinkianus,Megapodius_geelvinkianus,Not a Migrant,0,0,Decreasing,1,12600,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,3,2,4
Megapodius layardi,Megapodius_layardi,Not a Migrant,0,0,Decreasing,1,65200,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Megapodius nicobariensis,Megapodius_nicobariensis,Not a Migrant,0,0,Stable,0,8700,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Megapodius reinwardt,Megapodius_reinwardt,Not a Migrant,0,0,Decreasing,1,6560000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,3,2,4
Megapodius tenimberensis,Megapodius_tenimberensis,Not a Migrant,0,0,Decreasing,1,4000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,3,2,4
Megarynchus pitangua,Megarynchus_pitangua,Not a Migrant,0,0,Stable,0,20500000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,5,3,1
Megascops albogularis,Megascops_albogularis,Altitudinal Migrant,0,1,Decreasing,1,2830000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,2,1
Megascops asio,Megascops_asio,Not a Migrant,0,0,Decreasing,1,8220000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,5,3,1
Megascops atricapilla,Megascops_atricapilla,Not a Migrant,0,0,Decreasing,1,2180000,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Megascops barbarus,Megascops_barbarus,Not a Migrant,0,0,Decreasing,1,31000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Megascops choliba,Megascops_choliba,Not a Migrant,0,0,Decreasing,1,17400000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,3,2,1
Megascops clarkii,Megascops_clarkii,Not a Migrant,0,0,Stable,0,94300,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Megascops colombianus,Megascops_colombianus,Not a Migrant,0,0,Decreasing,1,NA,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Megascops cooperi,Megascops_cooperi,Not a Migrant,0,0,Decreasing,1,309000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Megascops gilesi,Megascops_choliba,Not a Migrant,0,0,Decreasing,1,4800,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Megascops guatemalae,Megascops_guatemalae,Not a Migrant,0,0,Decreasing,1,2220000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,5,3,1
Megascops hoyi,Megascops_hoyi,Altitudinal Migrant,0,1,Decreasing,1,114000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Megascops ingens,Megascops_ingens,Not a Migrant,0,0,Stable,0,3310000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Megascops kennicottii,Megascops_kennicottii,Full Migrant,1,1,Decreasing,1,7020000,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,5,3,5
Megascops koepckeae,Megascops_koepckeae,Not a Migrant,0,0,Decreasing,1,359000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Megascops marshalli,Megascops_marshalli,Not a Migrant,0,0,Stable,0,173000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Megascops nudipes,Megascops_nudipes,Not a Migrant,0,0,Stable,0,NA,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,2,1
Megascops petersoni,Megascops_petersoni,Not a Migrant,0,0,Decreasing,1,342000,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Megascops roboratus,Megascops_roboratus,Not a Migrant,0,0,Decreasing,1,155000,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,3,2,1
Megascops sanctaecatarinae,Megascops_sanctaecatarinae,Not a Migrant,0,0,Decreasing,1,426000,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,3,2,1
Megascops seductus,Megascops_seductus,Not a Migrant,0,0,Decreasing,1,118000,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,3,2,1
Megascops trichopsis,Megascops_trichopsis,Not a Migrant,0,0,Decreasing,1,1540000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,5,3,1
Megascops vermiculatus,Megascops_guatemalae,Not a Migrant,0,0,Decreasing,1,5910000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Megascops watsonii,Megascops_watsonii,Not a Migrant,0,0,Decreasing,1,7600000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Megastictus margaritatus,Megastictus_margaritatus,Not a Migrant,0,0,Decreasing,1,3410000,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,2,1
Megatriorchis doriae,Megatriorchis_doriae,Not a Migrant,0,0,Decreasing,1,1160000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Megaxenops parnaguae,Megaxenops_parnaguae,Not a Migrant,0,0,Stable,0,848000,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3,2,1
Megazosterops palauensis,Megazosterops_palauensis,Not a Migrant,0,0,Decreasing,1,1100,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Meiglyptes grammithorax,Meiglyptes_tristis,Not a Migrant,0,0,Decreasing,1,3960000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,3,2,4
Meiglyptes jugularis,Meiglyptes_jugularis,Not a Migrant,0,0,Decreasing,1,1740000,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,3,2,4
Meiglyptes tristis,Meiglyptes_tristis,Not a Migrant,0,0,Decreasing,1,62000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,3,2,4
Meiglyptes tukki,Meiglyptes_tukki,Not a Migrant,0,0,Decreasing,1,4160000,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3,2,4
Melaenornis annamarulae,Melaenornis_annamarulae,Not a Migrant,0,0,Decreasing,1,272000,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,3,2,2
Melaenornis ardesiacus,Melaenornis_ardesiacus,Not a Migrant,0,0,Decreasing,1,122000,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,3,2,2
Melaenornis brunneus,Dioptrornis_brunneus,Not a Migrant,0,0,Decreasing,1,107000,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,3,2,2
Melaenornis chocolatinus,Dioptrornis_chocolatinus,Not a Migrant,0,0,Decreasing,1,589000,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,3,2,2
Melaenornis edolioides,Melaenornis_edolioides,Not a Migrant,0,0,Stable,0,9780000,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,3,2,2
Melaenornis fischeri,Dioptrornis_fischeri,Not a Migrant,0,0,Decreasing,1,1690000,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,3,2,2
Melaenornis herero,Namibornis_herero,Not a Migrant,0,0,Stable,0,NA,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,3,2,2
Melaenornis pammelaina,Melaenornis_pammelaina,Not a Migrant,0,0,Stable,0,8010000,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,3,2,2
Melaenornis semipartitus,Empidornis_semipartitus,Not a Migrant,0,0,Stable,0,NA,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,0,3,2,2
Melaenornis silens,Sigelus_silens,Not a Migrant,0,0,Stable,0,NA,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,3,2,2
Melampitta lugubris,Melampitta_lugubris,Not a Migrant,0,0,Decreasing,1,445000,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,3,2,4
Melanerpes aurifrons,Melanerpes_aurifrons,Not a Migrant,0,0,Stable,0,2870000,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,5,3,1
